Číslo případu,Datum spáchání,Místo činu,Číslo zákona,Paragraf,Odstavec,Písmeno,Bod,Způsob vyřízení
13911,2024-03-08, (křižoatka s ul. Hlávkova\, ve směru od ul. Nádražní) ,361/2000,125c,1,k),,příkazový blok
13912,2024-03-08,  ,361/2000,125c,1,k),,příkazový blok
13946,2024-03-19, v Šenově na ulici Rudná /u sjezdu na Šenov/ ,361/2000,125c,1,k),,příkazový blok
13846,2024-02-19, (dvůr) ,361/2000,125c,1,k),,příkazový blok
14595,2024-03-05, v Ostravě na ulici Místecká z ulice Rudná ,361/2000,125c,1,k),,příkazový blok
14155,2024-03-08,  ,361/2000,125c,1,k),,příkazový blok
14156,2024-03-14,  ,361/2000,125c,1,k),,příkazový blok
15041,2023-09-06, v Ostravě na ul. Těšínská\, ve směru jízdy od ul. Zvěřinská k ul. Na Najmanské ,361/2000,125c,1,f),4,příkazový blok
14024,2024-02-21,  ,361/2000,125c,1,k),,příkazový blok
15027,2024-03-18, (křižovatka s ul. Harantova\, ve směru k ul. Roháčova) ,361/2000,125c,1,k),,příkazový blok
15028,2024-03-18, (křižovatka s ul. Výškovická (zadní část ul.\, vedle objektu MŠ) ,361/2000,125c,1,k),,příkazový blok
15029,2024-03-19, (naproti domu) ,361/2000,125c,1,k),,příkazový blok
15030,2024-03-20, (před křižovatkou s ul. Gregorova) ,361/2000,125c,1,k),,příkazový blok
15031,2024-03-20,  ,361/2000,125c,1,f),11,příkazový blok
15033,2024-03-23, (naproti domu\, křižovatka s ul. Jižní) ,361/2000,125c,1,k),,příkazový blok
15459,2024-04-05, v Ostravě poblíž čerpací stanice MOL na ul. 17. listopadu 5a ,361/2000,125c,1,f),1,příkazový blok
15466,2024-04-04, v Ostravě po ul. Rudná\, ve směru jízdy od ul. Lidická k ul. Závodní ,361/2000,125c,1,f),1,příkazový blok
15236,2024-03-05, (DK Poklad) ,361/2000,125c,1,k),,příkazový blok
15244,2024-03-22,  ,361/2000,125c,1,f),17,příkazový blok
15245,2024-03-22,  ,361/2000,125c,1,k),,příkazový blok
12862,2024-02-23, Ostravě na ulici Sokolská třída x Dvořákova x Kratochvílova ,361/2000,125c,1,f),8,pokuta
12862,2024-02-23, Ostravě na ulici Sokolská třída x Dvořákova x Kratochvílova ,361/2000,125c,1,i),2,pokuta
12862,2024-02-23, Ostravě na ulici Sokolská třída x Dvořákova x Kratochvílova ,361/2000,125c,1,i),1,pokuta
12862,2024-02-23, Ostravě na ulici Sokolská třída x Dvořákova x Kratochvílova ,361/2000,125c,1,i),3,pokuta
12936,2024-03-07, v Ostravě na ulici Slovenská ,168/1999,16,1,,,pokuta
12937,2024-03-07, v Ostravě na ulici Slovenská ,168/1999,16,2,,,pokuta
12938,2024-02-10, na dálnici D1 na EXITu 321 ve směru na Brno ,56/2001,83,1,p),,pokuta
11916,2024-02-08,  ,361/2000,125f,1,,,pokuta
11846,2024-02-06,  ,361/2000,125f,1,,,pokuta
12114,2024-02-29, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
11928,2024-02-08,  ,361/2000,125f,1,,,pokuta
11918,2024-02-08,  ,361/2000,125f,1,,,pokuta
11888,2024-02-07,  ,361/2000,125f,1,,,pokuta
11848,2024-02-06,  ,361/2000,125f,1,,,pokuta
11890,2024-02-07,  ,361/2000,125f,1,,,pokuta
11870,2024-02-06,  ,361/2000,125f,1,,,pokuta
11940,2024-02-08,  ,361/2000,125f,1,,,pokuta
11910,2024-02-07,  ,361/2000,125f,1,,,pokuta
11924,2024-02-08,  ,361/2000,125f,1,,,pokuta
11844,2024-02-02, (křižovatka s ul. Skladištní u HZS) ,361/2000,125f,1,,,pokuta
13108,2024-02-08, v Ostravě na ulici Sokolovská 1215/48 ,361/2000,125f,1,,,pokuta
11882,2024-02-06,  ,361/2000,125f,1,,,pokuta
11897,2024-02-07,  ,361/2000,125f,1,,,pokuta
11857,2024-02-06,  ,361/2000,125f,1,,,pokuta
11921,2024-02-08, (před křižovatkou s ul. Zalužanského) ,361/2000,125f,1,,,pokuta
12170,2024-02-29, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
12140,2024-02-29, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
11891,2024-02-07, (křižovatka s ul. Štítného\, ve směru od ul. Karasova) ,361/2000,125f,1,,,pokuta
11949,2024-02-09,  ,361/2000,125f,1,,,pokuta
11919,2024-02-08,  ,361/2000,125f,1,,,pokuta
11899,2024-02-07, (prodejna Volvo\, směr ul. Nádražní) ,361/2000,125f,1,,,pokuta
11869,2024-02-06,  ,361/2000,125f,1,,,pokuta
12096,2024-02-29, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
12226,2024-03-01, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,pokuta
12152,2024-02-29, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
11883,2024-02-06,  ,361/2000,125f,1,,,pokuta
11945,2024-02-09,  ,361/2000,125f,1,,,pokuta
11905,2024-02-07,  ,361/2000,125f,1,,,pokuta
11855,2024-02-06,  ,361/2000,125f,1,,,pokuta
11895,2024-02-07, (zadní část domu ul. 17listopadu č. pop.642/20) ,361/2000,125f,1,,,pokuta
12269,2024-03-01, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
11902,2024-02-07, (před Úřadem práce) ,361/2000,125f,1,,,pokuta
12235,2024-03-01, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
12418,2024-02-15, (křižovatka s ul. Hlávkova\, směr k ul. Wattova) ,361/2000,125c,1,k),,pokuta
12422,2024-02-23, (z ul. Stodolní\, ve směru k ul. Janáčkova) ,361/2000,125c,1,k),,pokuta
13158,2024-03-14, v Ostravě na ulici Francouzská 6019/65 ,168/1999,16,1,,,pokuta
13250,2024-01-04,  ,56/2001,83,1,b),,pokuta
12860,2024-03-05, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,pokuta
12408,2024-02-09,  ,361/2000,125f,1,,,pokuta
12378,2024-02-08,  ,361/2000,125f,1,,,pokuta
12368,2024-02-08,  ,361/2000,125f,1,,,pokuta
12415,2024-02-10,  ,361/2000,125f,1,,,pokuta
12345,2024-02-07,  ,361/2000,125f,1,,,pokuta
12399,2024-02-09, (naproti) ,361/2000,125f,1,,,pokuta
12400,2024-02-09, (naproti) ,361/2000,125f,1,,,pokuta
12377,2024-02-08,  ,361/2000,125f,1,,,pokuta
12367,2024-02-08, (naproti objektu\, od ul. 28.října) ,361/2000,125f,1,,,pokuta
12521,2024-03-02, tunel Klimkovice\, směr Brno\, výjezd\, pruh 2 ,361/2000,125f,1,,,pokuta
12687,2024-03-03, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
12393,2024-02-09,  ,361/2000,125f,1,,,pokuta
12353,2024-02-08, (křižovatka s ul. Jílová\, ve směru k ul. Tomkova) ,361/2000,125f,1,,,pokuta
12343,2024-02-07,  ,361/2000,125f,1,,,pokuta
12386,2024-02-09,  ,361/2000,125f,1,,,pokuta
12401,2024-02-09,  ,361/2000,125f,1,,,pokuta
12391,2024-02-09,  ,361/2000,125f,1,,,pokuta
12381,2024-02-08,  ,361/2000,125f,1,,,pokuta
12361,2024-02-08,  ,361/2000,125f,1,,,pokuta
12556,2024-03-02, tunel Klimkovice\, směr Brno\, výjezd\, pruh 2 ,361/2000,125f,1,,,pokuta
12334,2024-02-07,  ,361/2000,125f,1,,,pokuta
12664,2024-03-03, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
12884,2024-03-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
12863,2024-03-05, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
12626,2024-03-03, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
12332,2024-02-07,  ,361/2000,125f,1,,,pokuta
13249,2024-03-06,  ,56/2001,83,1,p),,pokuta
13174,2024-03-07, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,pokuta
12958,2024-02-09, (naproti domu) ,361/2000,125f,1,,,pokuta
12947,2024-02-09, (naproti domu) ,361/2000,125f,1,,,pokuta
12976,2024-02-10, (naproti) ,361/2000,125f,1,,,pokuta
12954,2024-02-09,  ,361/2000,125f,1,,,pokuta
12944,2024-02-08,  ,361/2000,125f,1,,,pokuta
12942,2024-02-02,  ,361/2000,125f,1,,,pokuta
12959,2024-02-09,  ,361/2000,125f,1,,,pokuta
13264,2024-02-08, v Ostravě na ulici Břenkova 9 ,361/2000,125f,1,,,pokuta
13229,2024-03-07, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,pokuta
12950,2024-02-09,  ,361/2000,125f,1,,,pokuta
12979,2024-02-11,  ,361/2000,125f,1,,,pokuta
13199,2024-03-07, tunel Klimkovice\, směr Brno\, výjezd\, pruh 2 ,361/2000,125f,1,,,pokuta
13177,2024-03-07, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
12967,2024-02-10,  ,361/2000,125f,1,,,pokuta
13263,2023-03-29,  ,361/2000,125c,4,b),,pokuta
13473,2024-03-12, v Ostravě na ulici 1. máje u objektu pordejny Billa č. 84/10 ,361/2000,125c,1,f),1,pokuta
13484,2024-03-05, v Ostravě na ulici Na Rovince\, místní křižovatka u č.p. 1123 ,361/2000,125c,1,f),8,pokuta
13443,2024-02-19, v Ostravě na ulici Břenkova poblíž křižovatky s ul. U Hrůbků ,361/2000,125f,1,,,pokuta
13445,2024-03-20, na 9 km D8 ve směru jízdy od Německa do Prahy ,56/2001,83a,2,d),,pokuta
13446,2023-11-29,  ,361/2000,125c,4,b),,pokuta
13644,2024-03-08, v Ostravě na ulici Novinářská 7 ve směru jízdy k ulici 28.října ,361/2000,125c,1,k),,pokuta
13628,2024-02-28, Křižovatka s ul. Strmá ,361/2000,125c,1,k),,pokuta
13637,2024-03-08,  ,361/2000,125c,1,f),11,pokuta
13818,2024-02-15,  ,56/2001,83,1,b),,pokuta
13819,2024-03-12, v Praze na ulici Kbelská x Listova ,56/2001,83a,2,d),,pokuta
13822,2024-02-26, v Ostravě na ulici Českobratrská ,361/2000,125c,1,f),1,pokuta
13822,2024-02-26, v Ostravě na ulici Českobratrská ,361/2000,125c,1,k),,pokuta
13485,2024-02-14, (u Hlavního nádraží ČD) ,361/2000,125f,1,,,pokuta
13552,2024-02-15,  ,361/2000,125f,1,,,pokuta
13471,2024-02-14, (u Hlavního nádraží ČD) ,361/2000,125f,1,,,pokuta
13515,2024-02-14,  ,361/2000,125f,1,,,pokuta
13456,2024-02-08,  ,361/2000,125f,1,,,pokuta
13376,2024-02-12,  ,361/2000,125f,1,,,pokuta
13343,2024-02-12,  ,361/2000,125f,1,,,pokuta
13616,2024-02-16,  ,361/2000,125f,1,,,pokuta
13604,2024-02-16,  ,361/2000,125f,1,,,pokuta
13592,2024-02-16,  ,361/2000,125f,1,,,pokuta
13519,2024-02-14,  ,361/2000,125f,1,,,pokuta
13494,2024-02-14,  ,361/2000,125f,1,,,pokuta
13452,2024-02-06, (naproti domu) ,361/2000,125f,1,,,pokuta
13416,2024-02-13,  ,361/2000,125f,1,,,pokuta
13368,2024-02-12,  ,361/2000,125f,1,,,pokuta
13299,2024-02-11,  ,361/2000,125f,1,,,pokuta
13308,2024-02-12,  ,361/2000,125f,1,,,pokuta
13287,2024-02-11,  ,361/2000,125f,1,,,pokuta
13603,2024-02-16, (křižovatka s ul. Soukenická\, ve směru k ul. Porážková) ,361/2000,125f,1,,,pokuta
13427,2024-02-13,  ,361/2000,125f,1,,,pokuta
13379,2024-02-13,  ,361/2000,125f,1,,,pokuta
13355,2024-02-12, Naproti ,361/2000,125f,1,,,pokuta
13614,2024-02-16,  ,361/2000,125f,1,,,pokuta
13542,2024-02-15,  ,361/2000,125f,1,,,pokuta
13478,2024-02-14,  ,361/2000,125f,1,,,pokuta
13402,2024-02-13,  ,361/2000,125f,1,,,pokuta
13366,2024-02-12, (u domu ul. Zdeňka Vavříka č. pop. 1593/1\, ve směru k ul. B. Četyny) ,361/2000,125f,1,,,pokuta
13306,2024-02-12,  ,361/2000,125f,1,,,pokuta
13511,2024-02-14,  ,361/2000,125f,1,,,pokuta
13486,2024-02-14,  ,361/2000,125f,1,,,pokuta
13325,2024-02-12,  ,361/2000,125f,1,,,pokuta
13497,2024-02-14, (u Vítkovické nemocnice) ,361/2000,125f,1,,,pokuta
13431,2024-02-13, (křižovatka s ul. Čs. legií\, ve směru od ul. Bankovní) ,361/2000,125f,1,,,pokuta
13359,2024-02-12,  ,361/2000,125f,1,,,pokuta
13613,2024-02-16,  ,361/2000,125f,1,,,pokuta
13601,2024-02-16,  ,361/2000,125f,1,,,pokuta
13553,2024-02-15,  ,361/2000,125f,1,,,pokuta
13503,2024-02-14,  ,361/2000,125f,1,,,pokuta
13389,2024-02-13,  ,361/2000,125f,1,,,pokuta
13377,2024-02-12,  ,361/2000,125f,1,,,pokuta
13365,2024-02-12,  ,361/2000,125f,1,,,pokuta
13293,2024-02-11,  ,361/2000,125f,1,,,pokuta
13594,2024-02-16, (u domu ul. Hornopolní č. pop. 2830/51) ,361/2000,125f,1,,,pokuta
13508,2024-02-14,  ,361/2000,125f,1,,,pokuta
13370,2024-02-12,  ,361/2000,125f,1,,,pokuta
13586,2024-02-15,  ,361/2000,125f,1,,,pokuta
13434,2024-02-13,  ,361/2000,125f,1,,,pokuta
13362,2024-02-12,  ,361/2000,125f,1,,,pokuta
13290,2024-02-11, (parkoviště u nádraží ČD Svinov) ,361/2000,125f,1,,,pokuta
13422,2024-02-13,  ,361/2000,125f,1,,,pokuta
13563,2024-02-15,  ,361/2000,125f,1,,,pokuta
13488,2024-02-14,  ,361/2000,125f,1,,,pokuta
13315,2024-02-12,  ,361/2000,125f,1,,,pokuta
13303,2024-02-11,  ,361/2000,125f,1,,,pokuta
13617,2024-02-16,  ,361/2000,125f,1,,,pokuta
13593,2024-02-16, (u domu ul. Hornopolní č. pop. 2833/53) ,361/2000,125f,1,,,pokuta
13557,2024-02-15,  ,361/2000,125f,1,,,pokuta
13468,2024-02-14,  ,361/2000,125f,1,,,pokuta
13381,2024-02-13,  ,361/2000,125f,1,,,pokuta
13288,2024-02-11, (Trakční měnírna DPO) ,361/2000,125f,1,,,pokuta
13711,2024-03-09,  ,361/2000,125c,1,k),,pokuta
13763,2024-02-22, křižovatka s ul. Martinovská\, směr od Svinovských mostů ,361/2000,125c,1,f),5,pokuta
13797,2024-03-02, (křižovatka s ul. Porubská\, ve směru od ul. Martinovská) ,361/2000,125c,1,k),,pokuta
13798,2024-03-03, (od ul. 28. října č. pop. 289/2 až k ul. 28. října č. pop. 106/18) ,361/2000,125c,1,k),,pokuta
13798,2024-03-03, (od ul. 28. října č. pop. 289/2 až k ul. 28. října č. pop. 106/18) ,361/2000,125c,1,d),,pokuta
13805,2024-03-10, (lávka Bazaly) ,361/2000,125c,1,k),,pokuta
13917,2024-01-15, v Ostravě šel po chodníku ul. Čkalovova\, směrem k ul. Nálepkovo  náměstí ,361/2000,125c,1,k),,pokuta
13735,2024-02-18,  ,361/2000,125f,1,,,pokuta
13794,2024-02-19,  ,361/2000,125f,1,,,pokuta
13717,2024-02-16,  ,361/2000,125f,1,,,pokuta
13668,2024-02-16,  ,361/2000,125f,1,,,pokuta
13785,2024-02-19, (dvůr) ,361/2000,125f,1,,,pokuta
13724,2024-02-18,  ,361/2000,125f,1,,,pokuta
13774,2024-02-19,  ,361/2000,125f,1,,,pokuta
13713,2024-02-16,  ,361/2000,125f,1,,,pokuta
13664,2024-02-16,  ,361/2000,125f,1,,,pokuta
13791,2024-02-19,  ,361/2000,125f,1,,,pokuta
13779,2024-02-19,  ,361/2000,125f,1,,,pokuta
13792,2024-02-19,  ,361/2000,125f,1,,,pokuta
13780,2024-02-19,  ,361/2000,125f,1,,,pokuta
13670,2024-02-16,  ,361/2000,125f,1,,,pokuta
13795,2024-02-21, (trakční měnírna DPO) ,361/2000,125f,1,,,pokuta
13803,2024-03-07,  ,361/2000,125f,1,,,pokuta
13776,2024-02-19,  ,361/2000,125f,1,,,pokuta
13690,2024-02-17,  ,361/2000,125f,1,,,pokuta
13651,2024-02-10,  ,361/2000,125f,1,,,pokuta
13825,2024-02-20, v Ostravě na náměstí Msgr. Šrámka u křižovatky s ulicí Bankovní ,361/2000,125f,1,,,pokuta
13828,2024-02-20, v Ostravě na náměstí Msgre.Šrámka u křižovatky s ulicí Puchmajerova ,361/2000,125f,1,,,pokuta
13804,2024-03-08,  ,361/2000,125f,1,,,pokuta
13777,2024-02-19,  ,361/2000,125f,1,,,pokuta
13752,2024-02-19,  ,361/2000,125f,1,,,pokuta
13738,2024-02-18,  ,361/2000,125f,1,,,pokuta
13726,2024-02-18, (Kampus) ,361/2000,125f,1,,,pokuta
13678,2024-02-17,  ,361/2000,125f,1,,,pokuta
13927,2024-02-14,  ,361/2000,125c,4,b),,pokuta
13929,2024-03-21, na dálnici D35\, 283 km směr jízdy od Ostravy na Olomouc ,56/2001,83a,2,d),,pokuta
13933,2024-02-03,  ,361/2000,125c,4,b),,pokuta
13945,2024-02-25, v Šenově na ulici Kaštanová 1212 ,361/2000,125c,1,k),,pokuta
13891,2024-02-20,  ,361/2000,125f,1,,,pokuta
13887,2024-02-20,  ,361/2000,125f,1,,,pokuta
13893,2024-02-20,  ,361/2000,125f,1,,,pokuta
13855,2024-02-20, (poblíž ČSSZ) ,361/2000,125f,1,,,pokuta
13843,2024-02-19,  ,361/2000,125f,1,,,pokuta
13850,2024-02-20,  ,361/2000,125f,1,,,pokuta
13851,2024-02-20,  ,361/2000,125f,1,,,pokuta
13905,2024-02-21,  ,361/2000,125f,1,,,pokuta
13880,2024-02-20, Křižovatka s ul. Hrušovská ,361/2000,125f,1,,,pokuta
13897,2024-02-20,  ,361/2000,125f,1,,,pokuta
13847,2024-02-19,  ,361/2000,125f,1,,,pokuta
13858,2024-02-20, (parkoviště u kostela) ,361/2000,125f,1,,,pokuta
13948,2024-03-13, v Ostravě po ul. Zákrejsova\, ve směru k ul. Hlučínská ,361/2000,125c,1,k),,pokuta
13949,2024-03-15, v Ostravě na účelové komunikaci přiléhající k ul. Baarova\, ve směru od ul. Korunní k ul. Novinářská ,361/2000,125c,1,k),,pokuta
13957,2024-02-27,  ,361/2000,125c,4,b),,pokuta
13960,2024-03-26, v Ostravě na ulici Opavská směr jízdy z centra ,361/2000,125c,1,f),3,pokuta
14520,2024-01-23, v Ostravě na ulici Opavská po nájezdové rampě vedoucí od ulice Františka a Anny Ryšových ,361/2000,125c,1,k),,pokuta
14151,2024-03-01, (křižovatka s ul. Kafkova\, ve směru k ul. Cingrova) ,361/2000,125c,1,k),,pokuta
14158,2024-03-15, (křižovatka s ul. Červeného kříže\, ve směru od  ul. Nemocniční) ,361/2000,125c,1,k),,pokuta
14159,2024-03-15, (křižovatka s ul. Roháčova\, ve směru od ul. Harantova) ,361/2000,125c,1,k),,pokuta
15066,2024-03-28,  ,361/2000,125c,4,b),,pokuta
14126,2024-02-23, (naproti domu) ,361/2000,125f,1,,,pokuta
14207,2024-03-08, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
14082,2024-02-22,  ,361/2000,125f,1,,,pokuta
14047,2024-02-22,  ,361/2000,125f,1,,,pokuta
14034,2024-02-21,  ,361/2000,125f,1,,,pokuta
14017,2024-02-21,  ,361/2000,125f,1,,,pokuta
14115,2024-02-23, (dvorní část) ,361/2000,125f,1,,,pokuta
14245,2024-03-08, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
14123,2024-02-23,  ,361/2000,125f,1,,,pokuta
14137,2024-02-23,  ,361/2000,125f,1,,,pokuta
14105,2024-02-22, (dvůr) ,361/2000,125f,1,,,pokuta
14292,2024-03-09, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,pokuta
14240,2024-03-08, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
14100,2024-02-22,  ,361/2000,125f,1,,,pokuta
14022,2024-02-21,  ,361/2000,125f,1,,,pokuta
14121,2024-02-23,  ,361/2000,125f,1,,,pokuta
14118,2024-02-23, (naproti prodejny Bea) ,361/2000,125f,1,,,pokuta
14091,2024-02-22, (křižovatka s ul. Mitrovická) ,361/2000,125f,1,,,pokuta
14061,2024-02-22,  ,361/2000,125f,1,,,pokuta
14015,2024-02-21,  ,361/2000,125f,1,,,pokuta
13989,2024-02-21,  ,361/2000,125f,1,,,pokuta
15060,2024-01-11, v Ostravě na ul. Nádražní při křižovatce s ul. 28. října ,361/2000,125c,1,k),,pokuta
15061,2024-03-15, na dálnici D35\, 290 km\, ve směru jízdy na Ostravu ,56/2001,83,1,p),,pokuta
15062,2024-03-24, v Ostravě na ul. Štramberská 1220/37 ,56/2001,83,1,b),,pokuta
14438,2024-03-10, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,pokuta
15059,2024-03-14, v Ostravě na ul. Českobratrská x Přívozská\, ve směru jízdy k ul. Nádražní ,361/2000,125c,1,f),1,pokuta
15064,2024-02-01, v Horních Domaslavicích č.p. 334 ,56/2001,83,1,b),,pokuta
15258,2024-03-18, v Ostravě\, ve slepé části ul. Hornická ,361/2000,125c,1,k),,pokuta
14604,2024-03-11, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
14627,2024-03-11, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
14940,2024-03-14, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,pokuta
14735,2024-03-12, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
15024,2024-03-04, (lávka pro pěší) ,361/2000,125c,1,k),,pokuta
15034,2024-03-25, č.p. 75/389\, ZŠ Nová Bělá ,361/2000,125c,1,f),4,pokuta
15067,2024-04-06,  ,361/2000,125c,4,b),,pokuta
15381,2024-03-29, na dálnici D35\, 290 km\, ve směru jízdy na Ostravu ,56/2001,83a,2,d),,pokuta
15448,2024-04-01, v Ostravě po ul. Mariánskohorská\, ve směru od Poruby ,30/2024,86,1,,,pokuta
14983,2024-02-23,  ,361/2000,125f,1,,,pokuta
15000,2024-02-24,  ,361/2000,125f,1,,,pokuta
15005,2024-02-24,  ,361/2000,125f,1,,,pokuta
15657,2024-03-30, v Ostravě na křížení ul. Slovenská a ul. Karla Liby (kruhový objezd) ,56/2001,83,1,p),,pokuta
15723,2024-03-27, na dálnici D1\, 361 km\, ve směru na Brno ,361/2000,125c,1,f),1,pokuta
16744,2024-03-20,  ,56/2001,83a,2,d),,pokuta
15737,2024-03-06, v Ostravě na ulici 30.dubna 2307/12 ,361/2000,125f,1,,,pokuta
15740,2024-03-06, v Ostravě na ulici Rezkova 2962/10 ,361/2000,125f,1,,,pokuta
15243,2024-03-21, (křižovatka s ul.Roháčova\, ve směru k ul. Žerotínova) ,361/2000,125c,1,k),,pokuta
15250,2024-03-27,  ,361/2000,125c,1,k),,pokuta
15253,2024-03-27, č.p. 1112/185\, zast. MHD Turgeněvova ,361/2000,125c,1,f),4,pokuta
12209,2024-03-01, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),3,\N
12210,2024-03-01, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
12211,2024-03-01, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
12212,2024-03-01, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
12213,2024-03-01, tunel Klimkovice\, směr Brno\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
12214,2024-03-01, tunel Klimkovice\, směr Brno\, výjezd\, pruh 2 ,361/2000,125c,1,f),3,\N
12215,2024-03-01, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
12216,2024-03-01, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
12217,2024-03-01, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
12218,2024-03-01, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
12220,2024-03-01, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
12221,2024-03-01, tunel Klimkovice\, směr Brno\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
12222,2024-03-01, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
12223,2024-03-01, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
12224,2024-03-01, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),3,\N
12228,2024-03-01, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
12230,2024-03-01, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),3,\N
12231,2024-03-01, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
12233,2024-03-01, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
12234,2024-03-01, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
12236,2024-03-01, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
12238,2024-03-01, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),3,\N
12239,2024-03-01, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
12240,2024-03-01, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),3,\N
12241,2024-03-01, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
12242,2024-03-01, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
12243,2024-03-01, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
12244,2024-03-01, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
12245,2024-03-01, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125c,1,f),3,\N
12246,2024-03-01, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),3,\N
12247,2024-03-01, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
12248,2024-03-01, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,\N
12249,2024-03-01, tunel Klimkovice\, směr Brno\, výjezd\, pruh 2 ,361/2000,125c,1,f),4,\N
